Time (s),Y Axis (m/s^2),Z Axis (m/s^2)
12.638184,1.01930805,0.6455961
12.638672,0.79494354,0.51354369
12.63916,0.48089601,0.64090692
12.639648,0.38614122,1.10250666
12.640137,0.13111065,1.62593883
12.640625,-0.31234059,1.96723854
12.641113,-0.05082561,1.60536726
12.641602,0.65851587,1.0627173
12.64209,1.14529788,0.95959458
12.642578,1.43242677,0.59104269
12.643066,1.2511674,0.49989798
12.643555,0.86402556,0.40336758
12.644043,0.48820446,0.42156513
12.644531,0.39722652,0.95135418
12.64502,0.23790231,1.46742885
12.645508,-0.239364,2.0132082
12.645996,-0.09816867,1.73518299
12.646484,0.44523666,1.21242771
12.646973,0.92406276,1.12968036
12.647461,1.24144569,0.90891612
12.647949,1.18017243,0.75959811
12.648438,0.87805386,0.65690703
12.648926,0.44229366,0.54549486
12.649414,0.33583554,0.86825367
12.649902,0.51693795,1.35320121
12.650391,0.16872219,1.88280387
12.650879,-0.02235699,1.86148674
12.651367,0.30085308,1.25080443
12.651855,0.68182443,1.21309479
12.652344,1.11360177,1.05224022
12.652832,1.08274932,0.98477685
12.65332,0.85301874,0.94682196
12.653809,0.57237426,0.68357061
12.654297,0.30559131,0.83569428
12.654785,0.47010501,1.20237246
12.655273,0.35950707,1.71938889
12.655762,0.03547296,1.88544276
12.65625,0.29389779,1.33236477
12.656738,0.66214557,1.10386044
12.657227,1.0853784,0.90299088
12.657715,1.16426061,0.73335636
12.658203,0.97822377,0.79609131
12.658691,0.79440399,0.5582871
12.65918,0.50584284,0.6898392
12.659668,0.35127648,1.06314894
12.660156,0.12808917,1.6003053
12.660645,-0.22682682,1.92711564
12.661133,0.00406134,1.54533987
12.661621,0.61697052,1.16537895
12.662109,1.11871278,0.95978097
12.662598,1.42397055,0.64742076
12.663086,1.23395085,0.50111442
12.663574,0.84182553,0.39876669
12.664063,0.49367844,0.4476303
12.664551,0.37102401,0.96411699
12.665039,0.20207619,1.5348726
12.665527,-0.16921269,1.97336979
12.666016,-0.10453536,1.67160438
12.666504,0.4700952,1.22775093
12.666992,0.9909081,1.09820988
12.66748,1.19297448,0.92345454
12.667969,1.15626546,0.78033645
12.668457,0.87105933,0.64617489
12.668945,0.42979572,0.55454949
12.669434,0.35511219,0.83312406
12.669922,0.52781724,1.3758525
12.67041,0.16802568,1.80973899
12.670898,-0.04856931,1.82476791
12.671387,0.27709326,1.31145966
12.671875,0.76497399,1.2280158
12.672363,1.12729653,1.0417239
12.672852,1.02489975,0.91624419
12.67334,0.83273166,0.88416549
12.673828,0.51624144,0.63184248
12.674316,0.29222028,0.93377466
12.674805,0.57855456,1.28044044
12.675293,0.41362884,1.68416118
12.675781,0.01065366,1.81560537
12.67627,0.27348318,1.23215562
12.676758,0.70317099,1.08999891
12.677246,1.06612137,0.92120805
12.677734,1.07014347,0.82891557
12.678223,1.04596182,0.82847412
12.678711,0.85515732,0.47109582
12.679199,0.45489951,0.7186806
12.679688,0.40562388,1.02507633
12.680176,0.05190471,1.61529498
12.680664,-0.32687901,2.02214511
12.681152,0.02939076,1.57314141
12.681641,0.6954309,1.18260531
12.682129,1.22420952,0.88291962
12.682617,1.40593977,0.56806767
12.683105,1.21661658,0.50181093
12.683594,0.83442879,0.38953548
12.684082,0.45728334,0.57396348
12.68457,0.39677526,1.0286766
12.685059,0.15357555,1.51013178
12.685547,-0.21215106,1.95639849
12.686035,-0.09471555,1.65058155
12.686523,0.50164416,1.25865243
12.687012,1.03658346,1.13734197
12.6875,1.18162431,0.95792688
12.687988,1.06865235,0.78282819
12.688477,0.84187458,0.61697052
12.688965,0.47152746,0.57815235
12.689453,0.36582471,0.85758039
12.689941,0.52577676,1.38042396
12.69043,0.16858485,1.852128
12.690918,-0.03273597,1.82066733
12.691406,0.30399228,1.31376501
12.691895,0.78083676,1.21024989
12.692383,1.10737242,1.02211371
12.692871,1.00678068,0.89315145
12.693359,0.83220192,0.89132679
12.693848,0.58070295,0.64784259
12.694336,0.35245368,0.91869669
12.694824,0.57936879,1.24745922
12.695313,0.33843519,1.68662349
12.695801,-0.06018435,1.7921889
12.696289,0.22283415,1.28416824
12.696777,0.69961977,1.13742045
12.697266,1.19698677,0.91540053
12.697754,1.2123198,0.81234648
12.698242,0.99517545,0.73638765
12.69873,0.72889281,0.48009159
12.699219,0.40833144,0.68323707
12.699707,0.37836189,1.08139554
12.700195,0.12781449,1.66158837
12.700684,-0.277623,1.99622709
12.701172,0.05844798,1.56862881
12.70166,0.67603653,1.11204198
12.702148,1.16157267,0.88343955
12.702637,1.46839023,0.55315647
12.703125,1.257642,0.47600082
12.703613,0.78111144,0.4245768
12.704102,0.42061356,0.53861805
12.70459,0.38545452,1.05169086
12.705078,0.22060728,1.53561816
12.705566,-0.2223927,1.95143463
12.706055,-0.09430353,1.67183001
12.706543,0.50314509,1.21620456
12.707031,0.96949287,1.15672653
12.70752,1.24888167,0.9429372
12.708008,1.1852442,0.72120177
12.708496,0.8174673,0.61856955
12.708984,0.37340784,0.52799382
12.709473,0.34703856,0.94581153
12.709961,0.54419994,1.45282176
12.710449,0.12014307,1.91888505
12.710938,-0.03932829,1.83179187
12.711426,0.32477967,1.20421674
12.711914,0.78885153,1.19803644
12.712402,1.17823005,0.98174556
12.712891,1.03223763,0.97713486
12.713379,0.80484183,0.9033048
12.713867,0.49374711,0.68177538
12.714355,0.32414202,0.92191437
12.714844,0.57470904,1.20412845
12.715332,0.32640813,1.75394952
12.71582,-0.0465975,1.80492228
12.716309,0.22107816,1.34624592
12.716797,0.75239757,1.14910416
12.717285,1.20234303,0.89080686
12.717773,1.20429522,0.72286947
12.718262,1.01022399,0.65493522
12.71875,0.68085324,0.49372749
12.719238,0.40334796,0.74157714
12.719727,0.39928662,1.18178127
12.720215,0.10476099,1.71404244
12.720703,-0.29100384,1.94623533
12.721191,0.04444911,1.45173285
12.72168,0.69137937,1.08328887
12.722168,1.22087412,0.91368378
12.722656,1.49757498,0.59735052
12.723145,1.22353263,0.48742947
12.723633,0.74520684,0.36841455
12.724121,0.40302423,0.47148822
12.724609,0.38428713,1.042803
12.725098,0.20695176,1.60048188
12.725586,-0.22098006,2.01846636
12.726074,-0.08396379,1.67228127
12.726563,0.49837743,1.17746487
12.727051,1.01962197,1.09530612
12.727539,1.27495665,0.86853816
12.728027,1.17826929,0.72384066
12.728516,0.80790255,0.64550781
12.729004,0.34015194,0.56778318
12.729492,0.34764678,0.97213176
12.72998,0.57063789,1.42756101
12.730469,0.11052927,1.88021403
12.730957,-0.05652522,1.78958925
12.731445,0.31790286,1.23047811
12.731934,0.82507986,1.23817896
12.732422,1.2315474,0.97915572
12.73291,1.0589895,0.93603096
12.733398,0.79969158,0.83023011
12.733887,0.44454996,0.62811468
12.734375,0.27881982,0.98403129
12.734863,0.57420873,1.30253256
12.735352,0.32410278,1.83520575
12.73584,-0.03088188,1.78415451
12.736328,0.24816357,1.26683397
12.736816,0.77787414,1.08052245
12.737305,1.19602539,0.87952536
12.737793,1.16453529,0.81262116
12.738281,1.01120499,0.70958673
12.73877,0.69674544,0.52700301
12.739258,0.3936753,0.68785758
12.739746,0.39802113,1.15535313
12.740234,0.10341702,1.71359118
12.740723,-0.31971771,1.99263663
12.741211,0.0904482,1.51509564
12.741699,0.70115013,1.09151946
12.742188,1.17968193,0.88290981
12.742676,1.52168796,0.53501778
12.743164,1.25396325,0.47096829
12.743652,0.74093949,0.40045401
12.744141,0.39386169,0.55163592
12.744629,0.33357924,1.10306583
12.745117,0.14475636,1.62560529
12.745605,-0.21265137,1.97896149
12.746094,-0.00023544,1.60941879
12.746582,0.54462177,1.16443719
12.74707,0.95398326,1.12068459
12.747559,1.22577912,0.94674348
12.748047,1.18134963,0.74797326
12.748535,0.84486663,0.62535807
12.749023,0.3949506,0.52700301
12.749512,0.30779856,0.90297126
12.75,0.50630391,1.46499597
12.750488,0.13483845,1.93360986
12.750977,-0.02142504,1.82597454
12.751465,0.37995111,1.21873554
12.751953,0.79816122,1.16878302
12.752441,1.13653755,0.95505255
12.75293,1.04170428,0.92793771
12.753418,0.8242362,0.88599996
12.753906,0.51303357,0.68400225
12.754395,0.30544416,0.93456927
12.754883,0.51318072,1.25096139
12.755371,0.31114377,1.76408325
12.755859,-0.03748401,1.75924692
12.756348,0.27364014,1.31849343
12.756836,0.80927595,1.12711995
12.757324,1.1651337,0.89527041
12.757813,1.15039908,0.77179194
12.758301,0.97522191,0.66081141
12.758789,0.7028865,0.50086917
12.759277,0.45774441,0.68116716
12.759766,0.38108907,1.17194184
12.760254,0.07783254,1.73442762
12.760742,-0.30143187,1.95211152
12.76123,0.07784235,1.50353946
12.761719,0.75024918,1.07569593
12.762207,1.20978882,0.87381594
12.762695,1.47364839,0.53536113
12.763184,1.19941965,0.48821427
12.763672,0.71414838,0.40797828
12.76416,0.43809498,0.53193744
12.764648,0.41560065,1.11673116
12.765137,0.13173849,1.60990929
12.765625,-0.28852191,1.97800992
12.766113,-0.07155414,1.62498726
12.766602,0.55678617,1.17920124
12.76709,1.08378918,1.11865392
12.767578,1.29577347,0.87105933
12.768066,1.13912739,0.71419743
12.768555,0.74566791,0.59910651
12.769043,0.30555207,0.57020625
12.769531,0.41207886,0.99046665
12.77002,0.56524239,1.45094805
12.770508,0.04417443,1.92597768
12.770996,-0.04583232,1.74236391
12.771484,0.36497124,1.20873915
12.771973,0.89420112,1.24590924
12.772461,1.21615551,0.95788764
12.772949,0.99533241,0.92531844
12.773438,0.74199897,0.79767072
12.773926,0.40386789,0.65801556
12.774414,0.36935631,1.00329813
12.774902,0.64518408,1.30729041
12.775391,0.2637909,1.83686364
12.775879,-0.08674983,1.72128222
12.776367,0.22439394,1.23477489
12.776855,0.8160939,1.12015485
12.777344,1.27838034,0.88834455
12.777832,1.19131659,0.79072524
12.77832,0.93134178,0.67688019
12.778809,0.61310538,0.50204637
12.779297,0.42371352,0.73517121
12.779785,0.4490037,1.16478054
12.780273,0.08610237,1.75653936
12.780762,-0.35554383,1.94008446
12.78125,0.0424773,1.4694399
12.781738,0.75442824,1.12060611
12.782227,1.31388273,0.87804405
12.782715,1.53297927,0.52898463
12.783203,1.13922549,0.44397117
12.783691,0.62585838,0.38967282
12.78418,0.38990826,0.5769261
12.784668,0.42782391,1.15141932
12.785156,0.18821466,1.642194
12.785645,-0.2496645,1.93893669
12.786133,-0.09459783,1.55786724
12.786621,0.54989955,1.1694501
12.787109,1.09982853,1.12504023
12.787598,1.33081479,0.87757317
12.788086,1.1352132,0.71140158
12.788574,0.6780672,0.57237426
12.789063,0.26620416,0.54904608
12.789551,0.4087827,1.03062879
12.790039,0.57315906,1.48872636
12.790527,0.06675705,1.94185026
12.791016,-0.04832406,1.71152127
12.791504,0.34977555,1.17860283
12.791992,0.91548882,1.20105792
12.79248,1.24638012,0.89988111
12.792969,1.03914387,0.93863061
12.793457,0.7354557,0.7869582
12.793945,0.33199002,0.68606235
12.794434,0.33482511,1.05203421
12.794922,0.64008288,1.31256819
12.79541,0.25917039,1.85263812
12.795898,-0.03425652,1.66840632
12.796387,0.24649587,1.22863383
12.796875,0.80676459,1.11995865
12.797363,1.24928388,0.86704704
12.797852,1.22398389,0.79077429
12.79834,1.03331673,0.61493985
12.798828,0.564075,0.47479419
12.799316,0.34650882,0.75347667
12.799805,0.40678146,1.24592886
12.800293,0.02352438,1.82563119
12.800781,-0.28609884,1.97301663
12.80127,0.17306802,1.38553497
12.801758,0.73333674,1.05556581
12.802246,1.25593506,0.84697578
12.802734,1.51249599,0.52815078
12.803223,1.19120868,0.51131682
12.803711,0.67869504,0.38067705
12.804199,0.35185527,0.59747805
12.804688,0.41480604,1.12592313
12.805176,0.13695741,1.64873727
12.805664,-0.28882602,2.01893724
12.806152,-0.01623555,1.55755332
12.806641,0.57632769,1.18470465
12.807129,1.07359659,1.12728672
12.807617,1.2849138,0.85840443
12.808105,1.12828734,0.73825155
12.808594,0.74304864,0.59212179
12.809082,0.27531765,0.61119243
12.80957,0.41282442,1.01000817
12.810059,0.56739078,1.47744486
12.810547,0.04645035,1.93702374
12.811035,0.01743237,1.68934086
12.811523,0.42687234,1.20813093
12.812012,0.86250501,1.22903604
12.8125,1.18011357,0.94036698
12.812988,1.02251592,0.91501794
12.813477,0.7527213,0.78750756
12.813965,0.39824676,0.66863979
12.814453,0.35939916,1.03702491
12.814941,0.61103547,1.34029125
12.81543,0.20135025,1.85727825
12.815918,-0.07741071,1.68416118
12.816406,0.31142826,1.20553128
12.816895,0.86019966,1.09996587
12.817383,1.2540123,0.86225976
12.817871,1.2215412,0.77627511
12.818359,0.95864301,0.63517788
12.818848,0.54567144,0.49080411
12.819336,0.37526193,0.77141916
12.819824,0.43368048,1.22807466
12.820313,0.00074556,1.81815597
12.820801,-0.31959018,1.93954491
12.821289,0.19842687,1.38416157
12.821777,0.77316534,1.0791
12.822266,1.23077241,0.84546504
12.822754,1.51919622,0.51891957
12.823242,1.21676373,0.43941933
12.82373,0.61443954,0.38845638
12.824219,0.34108389,0.61231077
12.824707,0.42378219,1.17874998
12.825195,0.11807316,1.69884675
12.825684,-0.29612466,1.97637165
12.826172,0.02692845,1.51377129
12.82666,0.63210735,1.11822228
12.827148,1.04603049,1.13637078
12.827637,1.27420128,0.86617395
12.828125,1.16581059,0.72287928
12.828613,0.7233894,0.57708306
12.829102,0.24249339,0.56828349
12.82959,0.43061976,1.04404887
12.830078,0.55182231,1.50890553
12.830566,-0.0100062,2.01064779
12.831055,0.01220364,1.68582888
12.831543,0.42537141,1.16750772
12.832031,0.8871183,1.19160108
12.83252,1.21421313,0.90076401
12.833008,1.02833325,0.95057919
12.833496,0.75777345,0.80843229
12.833984,0.36518706,0.71571798
12.834473,0.34292817,1.02108366
12.834961,0.6091029,1.31778711
12.835449,0.21466242,1.8389826
12.835938,-0.0261927,1.66415859
12.836426,0.31525416,1.22408199
12.836914,0.85277349,1.12107699
12.837402,1.2389049,0.87804405
12.837891,1.19834055,0.7301583
12.838379,0.97401528,0.61716672
12.838867,0.56045511,0.47443122
12.839355,0.35939916,0.78512373
12.839844,0.41678766,1.28879856
12.840332,0.01185048,1.83094821
12.84082,-0.29847906,1.95570198
12.841309,0.19440477,1.32322185
12.841797,0.75148524,1.06608213
12.842285,1.2859929,0.8438562
12.842773,1.54020924,0.50775579
12.843262,1.16125875,0.50149701
12.84375,0.61112376,0.36478485
12.844238,0.35284608,0.62101224
12.844727,0.42666633,1.15908093
12.845215,0.10008162,1.69716924
12.845703,-0.26699877,2.00312352
12.846191,0.05727078,1.49885028
12.84668,0.60570864,1.16730171
12.847168,1.05988221,1.10737242
12.847656,1.29731364,0.83441898
12.848145,1.14902568,0.7140699
12.848633,0.68703354,0.57413025
12.849121,0.2282787,0.62337645
12.849609,0.43248366,1.08115029
12.850098,0.53976582,1.54382913
12.850586,-0.00640593,1.96903377
12.851074,0.0109872,1.62065124
12.851563,0.4545954,1.15599078
12.852051,0.91897137,1.2227184
12.852539,1.20049875,0.93464775
12.853027,1.02345768,0.95903541
12.853516,0.72550836,0.76340439
12.854004,0.3232395,0.67086666
12.854492,0.33760134,1.04518683
12.85498,0.62804601,1.38298437
12.855469,0.20842326,1.91686419
12.855957,-0.03722895,1.649061
12.856445,0.36317601,1.18160469
12.856934,0.8791722,1.05902874
12.857422,1.2189906,0.82042992
12.85791,1.19633931,0.75597822
12.858398,0.97274979,0.62484795
12.858887,0.53617536,0.51779142
12.859375,0.35054073,0.82994562
12.859863,0.37498725,1.30358223
12.860352,-0.01464633,1.86849108
12.86084,-0.29203389,1.90093275
12.861328,0.20311605,1.30882077
12.861816,0.80888355,1.08264141
12.862305,1.33418943,0.82334349
12.862793,1.53276345,0.53714655
12.863281,1.16251443,0.4622472
12.86377,0.60559092,0.35562231
12.864258,0.30992733,0.64517427
12.864746,0.33828804,1.20717936
12.865234,0.0890748,1.77452109
12.865723,-0.20156607,1.99565811
12.866211,0.08100117,1.47950496
12.866699,0.62868366,1.13663565
12.867188,1.07649054,1.08984195
12.867676,1.25531703,0.84637737
12.868164,1.08806634,0.73243422
12.868652,0.72049545,0.58226274
12.869141,0.29130795,0.61710786
12.869629,0.41579685,1.04611878
12.870117,0.50636277,1.55431602
12.870605,0.01870767,1.96214715
12.871094,0.06897411,1.60204167
12.871582,0.44405946,1.21346757
12.87207,0.86568345,1.17370764
12.872559,1.15788411,0.95173677
12.873047,1.01924919,0.94075938
12.873535,0.73946799,0.77156631
12.874023,0.39435219,0.71669898
12.874512,0.36148869,1.02437001
12.875,0.55123371,1.40543946
12.875488,0.18927414,1.83860001
12.875977,0.03440367,1.58935734
12.876465,0.38772063,1.19942946
12.876953,0.81043353,1.07659845
12.877441,1.19478933,0.90505098
12.87793,1.23337206,0.78221016
12.878418,0.9786456,0.62506377
12.878906,0.60646401,0.49914261
12.879395,0.350217,0.76945716
12.879883,0.26223111,1.34758989
12.880371,-0.05594643,1.8788112
12.880859,-0.23595012,1.92544794
12.881348,0.35583813,1.31803236
12.881836,0.86139648,1.01943558
12.882324,1.25337465,0.785781
12.882813,1.45428345,0.5180661
12.883301,1.12757121,0.51709491
12.883789,0.61586199,0.41854365
12.884277,0.38021598,0.66019338
12.884766,0.36719811,1.17476712
12.885254,0.03770964,1.73167101
12.885742,-0.23449824,1.94117337
12.88623,0.10081737,1.50199929
12.886719,0.70580007,1.19738898
12.887207,1.04952285,1.08306324
12.887695,1.16512389,0.84681882
12.888184,1.06341381,0.72175113
12.888672,0.71282403,0.60548301
12.88916,0.3623814,0.64568439
12.889648,0.47363661,1.04994468
12.890137,0.46874142,1.52825085
12.890625,-0.00031392,1.89180945
12.891113,0.02586897,1.59032853
12.891602,0.49605246,1.27121904
12.89209,0.99101601,1.18342935
12.892578,1.11159072,0.92388618
12.893066,0.94267233,0.90154881
12.893555,0.71830782,0.70817409
12.894043,0.37895049,0.74533437
12.894531,0.4158459,1.08752679
12.89502,0.56094561,1.44663165
12.895508,0.14228424,1.84844925
12.895996,-0.03955392,1.56082986
12.896484,0.36337221,1.18647045
12.896973,0.97759593,1.05724332
12.897461,1.26695169,0.86732172
12.897949,1.13890176,0.81312147
12.898438,0.90510003,0.60273621
12.898926,0.51287661,0.51641802
12.899414,0.40350492,0.81557397
12.899902,0.36212634,1.3023756
12.900391,-0.07984359,1.87865424
12.900879,-0.24648606,1.89304551
12.901367,0.28955196,1.35361323
12.901855,0.86561478,1.03727016
12.902344,1.32382026,0.756351
12.902832,1.47060729,0.47743308
12.90332,1.10718603,0.44855244
12.903809,0.54884007,0.42220278
12.904297,0.36367632,0.74323503
12.904785,0.41774904,1.26089892
12.905273,-0.00861318,1.75048659
12.905762,-0.26266275,1.9238391
12.90625,0.1336122,1.42240095
12.906738,0.68118678,1.16308341
12.907227,1.09231407,1.10161395
12.907715,1.23395085,0.88517592
12.908203,1.07359659,0.71368731
12.908691,0.65318904,0.55980765
12.90918,0.27449361,0.62890929
12.909668,0.49943691,1.06887798
12.910156,0.48082734,1.59672465
12.910645,-0.04854969,1.97706816
12.911133,0.06763014,1.6131564
12.911621,0.52746408,1.1845575
12.912109,0.95064786,1.14500358
12.912598,1.14496434,0.90553167
12.913086,0.97798833,0.94230936
12.913574,0.69402807,0.81208161
12.914063,0.32169933,0.7837209
12.914551,0.43493616,1.0778247
12.915039,0.62817354,1.38743811
12.915527,0.12279177,1.81086714
12.916016,-0.0141264,1.5842169
12.916504,0.42725493,1.20812112
12.916992,0.91544958,1.11707451
12.91748,1.23156702,0.87623901
12.917969,1.15593192,0.75690036
12.918457,0.91025028,0.58939461
12.918945,0.53797059,0.48699783
12.919434,0.39058515,0.83566485
12.919922,0.38554281,1.34142921
12.92041,-0.07474239,1.8797922
12.920898,-0.28052676,1.90394442
12.921387,0.3083283,1.28303028
12.921875,0.86458473,1.02614562
12.922363,1.34420544,0.75898989
12.922852,1.46931237,0.48261276
12.92334,1.06266825,0.49924071
12.923828,0.57870171,0.40208247
12.924316,0.38952567,0.72000495
12.924805,0.38802474,1.20531546
12.925293,-0.00499329,1.7367624
12.925781,-0.26464437,1.93631742
12.92627,0.11594439,1.45309644
12.926758,0.7056333,1.19421054
12.927246,1.14130521,1.08834102
12.927734,1.29674466,0.76298256
12.928223,1.04704092,0.63874872
12.928711,0.58022226,0.53433108
12.929199,0.29295603,0.67145526
12.929688,0.5139459,1.19702601
12.930176,0.42520464,1.64151711
12.930664,-0.06046884,2.00096532
12.931152,0.05427873,1.4839587
12.931641,0.46353231,1.1623869
12.932129,0.9823734,1.17902466
12.932617,1.20125412,0.96782517
12.933105,0.98585595,1.02984399
12.933594,0.66956193,0.76397337
12.934082,0.31522473,0.73586772
12.93457,0.42172209,1.00185606
12.935059,0.54802584,1.42920909
12.935547,0.12099654,1.92543813
12.936035,0.07683192,1.61879715
12.936523,0.4624434,1.21179987
12.937012,0.92026629,1.04078214
12.9375,1.22062887,0.74688435
12.937988,1.13676318,0.71803314
12.938477,0.8657325,0.61427277
12.938965,0.49365882,0.58187034
12.939453,0.4295799,0.93711006
12.939941,0.36225387,1.37112408
12.94043,-0.15182937,1.89188793
12.940918,-0.21932217,1.76842908
12.941406,0.3572802,1.22824143
12.941895,0.81577998,1.07714781
12.942383,1.33253154,0.79185339
12.942871,1.50086133,0.56079846
12.943359,1.07499942,0.45081855
12.943848,0.58188996,0.36057636
12.944336,0.38236437,0.67553622
12.944824,0.31132035,1.25206011
12.945313,-0.0380628,1.86623478
12.945801,-0.23329161,1.96105824
12.946289,0.17424522,1.4399118
12.946777,0.75446748,1.12558959
12.947266,1.12777722,1.04079195
12.947754,1.27669302,0.77395995
12.948242,1.06668054,0.68872086
12.94873,0.61278165,0.59983245
12.949219,0.2498607,0.65508237
12.949707,0.46903572,1.16330904
12.950195,0.44683569,1.62356481
12.950684,-0.04945221,1.96035192
12.951172,0.10785114,1.50692391
12.95166,0.49355091,1.17988794
12.952148,0.92545578,1.19125773
12.952637,1.16057205,0.94111254
12.953125,0.99422388,0.95311017
12.953613,0.71128386,0.7304526
12.954102,0.31241907,0.69775587
12.95459,0.3724857,1.07447949
12.955078,0.54088416,1.49233644
12.955566,0.15165279,1.90107009
12.956055,0.09615762,1.57526037
12.956543,0.43104159,1.11514194
12.957031,0.89665362,1.03545531
12.95752,1.2555819,0.77848236
12.958008,1.1327607,0.78914583
12.958496,0.90308898,0.61611705
12.958984,0.55955259,0.52739541
12.959473,0.38351214,0.91199646
12.959961,0.27304173,1.34722692
12.960449,-0.18277011,1.93743576
12.960938,-0.19754397,1.83484278
12.961426,0.38345328,1.25461071
12.961914,0.90473706,1.07172288
12.962402,1.40389929,0.73061937
12.962891,1.43399637,0.50088879
12.963379,1.01460906,0.46025577
12.963867,0.53693073,0.37669419
12.964355,0.37402587,0.75073968
12.964844,0.35935992,1.2857967
12.965332,-0.04534182,1.8422199
12.96582,-0.21793896,1.92409416
12.966309,0.20588247,1.37670597
12.966797,0.74088063,1.16531028
12.967285,1.11358215,1.05576201
12.967773,1.23240087,0.81121833
12.968262,1.00986102,0.73845756
12.96875,0.60682698,0.57455208
12.969238,0.32065947,0.66946383
12.969727,0.54483759,1.13253507
12.970215,0.4068207,1.6180614
12.970703,-0.09516681,1.93602312
12.971191,0.10377999,1.53376407
12.97168,0.56616453,1.24046469
12.972168,0.98616987,1.18738278
12.972656,1.10798064,0.90187254
12.973145,0.92154159,0.92012895
12.973633,0.66993471,0.72949122
12.974121,0.31992372,0.75959811
12.974609,0.45830358,1.16452548
12.975098,0.56836197,1.4826834
12.975586,0.08357139,1.85229477
12.976074,0.09722691,1.48742163
12.976563,0.48055266,1.0959732
12.977051,0.93585438,1.07618643
12.977539,1.23807105,0.79552233
12.978027,1.11126699,0.78907716
12.978516,0.89474067,0.58167414
12.979004,0.51399495,0.50702985
12.979492,0.37053351,0.95577849
12.97998,0.26629245,1.39794462
12.980469,-0.22667967,1.98353295
12.980957,-0.16732917,1.81149498
12.981445,0.4300704,1.20190158
12.981934,0.94657671,1.03148226
12.982422,1.43969598,0.67226949
12.98291,1.42733538,0.49647429
12.983398,0.98965242,0.44746353
12.983887,0.50730453,0.4054473
12.984375,0.37015092,0.80972721
12.984863,0.37019997,1.27927305
12.985352,-0.07980435,1.86882462
12.98584,-0.2247471,1.89709704
12.986328,0.20298852,1.35794925
12.986816,0.73312092,1.19429883
12.987305,1.14462099,1.05368229
12.987793,1.26753048,0.8265906
12.988281,1.0199457,0.68193234
12.98877,0.56147535,0.56715534
12.989258,0.28882602,0.68260923
12.989746,0.52547265,1.17507123
12.990234,0.39595122,1.6816302
12.990723,-0.08654382,1.95305328
12.991211,0.1153656,1.50819921
12.991699,0.57814254,1.1923074
12.992188,1.00183644,1.1720988
12.992676,1.14244317,0.91463535
12.993164,0.95200164,0.94829346
12.993652,0.63744399,0.73645632
12.994141,0.25749288,0.76083417
12.994629,0.47251827,1.14608268
12.995117,0.61556769,1.47472749
12.995605,0.05514201,1.88154819
12.996094,0.06978834,1.50026292
12.996582,0.47981691,1.13062212
12.99707,0.92999781,1.06993746
12.997559,1.25882901,0.78027759
12.998047,1.1462004,0.78299496
12.998535,0.86363316,0.5519106
12.999023,0.45800928,0.54952677
12.999512,0.36537345,0.97333839
13,0.30130434,1.42458858
13.000488,-0.16506306,1.97634222
13.000977,-0.16036407,1.74999609
13.001465,0.41412915,1.18481256
13.001953,0.93739455,1.01345148
13.002441,1.42206741,0.69960015
13.00293,1.45038888,0.50870736
13.003418,0.99982539,0.44530533
13.003906,0.47638341,0.3924981
13.004395,0.35008947,0.79047018
13.004883,0.36253836,1.30941918
13.005371,-0.06175395,1.87157142
13.005859,-0.21133683,1.89783279
13.006348,0.22086234,1.32427152
13.006836,0.75173049,1.17105894
13.007324,1.15075224,1.03679928
13.007813,1.26719694,0.78297534
13.008301,1.00835028,0.6922917
13.008789,0.54574992,0.54688788
13.009277,0.27259047,0.70876269
13.009766,0.52933779,1.19512287
13.010254,0.38202102,1.68009984
13.010742,-0.03479607,1.94916852
13.01123,0.22957362,1.37180097
13.011719,0.54882045,1.16991117
13.012207,0.90409941,1.12878765
13.012695,1.09624788,0.95345352
13.013184,0.99943299,1.00928223
13.013672,0.67765518,0.73217916
13.01416,0.30470841,0.84335589
13.014648,0.42960933,1.06951563
13.015137,0.43845795,1.53639315
13.015625,0.08538624,1.89451701
13.016113,0.16191405,1.47888693
13.016602,0.54279711,1.16661501
13.01709,0.96902199,1.03222782
13.017578,1.22986008,0.81218952
13.018066,1.14519978,0.72469413
13.018555,0.86198508,0.57288438
13.019043,0.47050722,0.57093219
13.019531,0.361008,0.99321345
13.02002,0.25705143,1.45912959
13.020508,-0.18578178,1.98506331
13.020996,-0.06381405,1.70552736
13.021484,0.53921646,1.09278495
13.021973,0.87196185,1.03625973
13.022461,1.26200745,0.7027884
13.022949,1.37856006,0.62545617
13.023438,1.05154371,0.46937907
13.023926,0.57265875,0.43802631
13.024414,0.43879149,0.74316636
13.024902,0.23519475,1.24115139
13.025391,-0.20389104,1.9497375
13.025879,-0.17794359,1.86839298
13.026367,0.31140864,1.41023655
13.026855,0.85475511,1.17822024
13.027344,1.1419821,0.9862974
13.027832,1.20273543,0.73381743
13.02832,1.00351395,0.62913492
13.028809,0.585657,0.58822722
13.029297,0.31514625,0.72443907
13.029785,0.47249865,1.24961742
13.030273,0.32731065,1.7193987
13.030762,-0.06186186,1.87216983
13.03125,0.20046735,1.41075648
13.031738,0.65136438,1.1765133
13.032227,0.96173316,1.17457092
13.032715,1.04863995,0.95611203
13.033203,0.89858619,0.9683451
13.033691,0.67809663,0.70231752
13.03418,0.35262045,0.71729739
13.034668,0.48995064,1.10347785
13.035156,0.49463982,1.55421792
13.035645,0.01786401,1.91488257
13.036133,0.12188925,1.49008995
13.036621,0.56551707,1.13947074
